pos_x,pos_y,pos_z,rot_x,rot_y,rot_z,id
0.018,-0.001,0.08399998,0,0,0,156
0.018,-0.001,0.08699998,0,0,0,157
0.018,-0.001,0.08999998,0,0,0,158
0.018,-0.001,0.09299998,0,0,0,159
0.018,-0.001,0.09599998,0,0,0,160
0.018,-0.001,0.09899998,0,0,0,161
0.018,-0.001,0.102,0,0,0,162
0.018,-0.001,0.105,0,0,0,163
0.018,-0.001,0.108,0,0,0,164
0.018,-0.001,0.111,0,0,0,165
0.018,-0.001,0.114,0,0,0,166
0.018,-0.001,0.117,0,0,0,167
0.018,-0.001,0.12,0,0,0,168
0.018,-0.001,0.123,0,0,0,169
0.018,-0.001,0.126,0,0,0,170
0.018,-0.001,0.129,0,0,0,171
0.018,-0.001,0.132,0,0,0,172
0.018,-0.001,0.135,0,0,0,173
0.018,-0.001,0.138,0,0,0,174
0.018,-0.001,0.141,0,0,0,175
0.018,-0.001,0.144,0,0,0,176
0.018,-0.001,0.147,0,0,0,177
0.018,-0.001,0.15,0,0,0,178
0.018,-0.001,0.153,0,0,0,179
0.018,-0.001,0.156,0,0,0,180
0.018,-0.001,0.159,0,0,0,181
0.018,-0.001,0.162,0,0,0,182
0.018,-0.001,0.1650001,0,0,0,183
0.018,-0.001,0.1680001,0,0,0,184
0.018,-0.001,0.1710001,0,0,0,185
0.018,-0.001,0.1740001,0,0,0,186
0.018,-0.001,0.1770001,0,0,0,187
0.018,-0.001,0.1800001,0,0,0,188
0.018,-0.001,0.1830001,0,0,0,189
0.018,-0.001,0.1860001,0,0,0,190
0.018,-0.001,0.1890001,0,0,0,191
0.027,-0.001,0,0,0,0,192
0.027,-0.001,0.003,0,0,0,193
0.027,-0.001,0.006,0,0,0,194
0.027,-0.001,0.009,0,0,0,195
0.027,-0.001,0.012,0,0,0,196
0.027,-0.001,0.015,0,0,0,197
0.027,-0.001,0.018,0,0,0,198
0.027,-0.001,0.021,0,0,0,199
0.027,-0.001,0.024,0,0,0,200
0.027,-0.001,0.027,0,0,0,201
0.027,-0.001,0.03,0,0,0,202
0.027,-0.001,0.033,0,0,0,203
0.027,-0.001,0.036,0,0,0,204
0.027,-0.001,0.039,0,0,0,205
0.027,-0.001,0.042,0,0,0,206
0.027,-0.001,0.045,0,0,0,207
0.027,-0.001,0.048,0,0,0,208
0.027,-0.001,0.051,0,0,0,209
0.027,-0.001,0.05399999,0,0,0,210
0.027,-0.001,0.05699999,0,0,0,211
0.027,-0.001,0.05999999,0,0,0,212
0.027,-0.001,0.06299999,0,0,0,213
0.027,-0.001,0.06599999,0,0,0,214
0.027,-0.001,0.06899999,0,0,0,215
0.027,-0.001,0.07199999,0,0,0,216
0.027,-0.001,0.07499999,0,0,0,217
0.027,-0.001,0.07799999,0,0,0,218
0.027,-0.001,0.08099999,0,0,0,219
0.027,-0.001,0.08399998,0,0,0,220
0.027,-0.001,0.08699998,0,0,0,221
0.027,-0.001,0.08999998,0,0,0,222
0.027,-0.001,0.09299998,0,0,0,223
0.027,-0.001,0.09599998,0,0,0,224
0.027,-0.001,0.09899998,0,0,0,225
0.027,-0.001,0.102,0,0,0,226
0.027,-0.001,0.105,0,0,0,227
0.027,-0.001,0.108,0,0,0,228
0.027,-0.001,0.111,0,0,0,229
0.027,-0.001,0.114,0,0,0,230
0.027,-0.001,0.117,0,0,0,231
0.027,-0.001,0.12,0,0,0,232
0.027,-0.001,0.123,0,0,0,233
0.027,-0.001,0.126,0,0,0,234
0.027,-0.001,0.129,0,0,0,235
0.027,-0.001,0.132,0,0,0,236
0.027,-0.001,0.135,0,0,0,237
0.027,-0.001,0.138,0,0,0,238
0.027,-0.001,0.141,0,0,0,239
0.027,-0.001,0.144,0,0,0,240
0.027,-0.001,0.147,0,0,0,241
0.027,-0.001,0.15,0,0,0,242
0.027,-0.001,0.153,0,0,0,243
0.027,-0.001,0.156,0,0,0,244
0.027,-0.001,0.159,0,0,0,245
0.027,-0.001,0.162,0,0,0,246
0.027,-0.001,0.1650001,0,0,0,247
0.027,-0.001,0.1680001,0,0,0,248
0.027,-0.001,0.1710001,0,0,0,249
0.027,-0.001,0.1740001,0,0,0,250
0.027,-0.001,0.1770001,0,0,0,251
0.027,-0.001,0.1800001,0,0,0,252
0.027,-0.001,0.1830001,0,0,0,253
0.027,-0.001,0.1860001,0,0,0,254
0.027,-0.001,0.1890001,0,0,0,255
0.036,-0.001,0,0,0,0,256
0.036,-0.001,0.003,0,0,0,257
0.036,-0.001,0.006,0,0,0,258
0.036,-0.001,0.009,0,0,0,259
0.036,-0.001,0.012,0,0,0,260
0.036,-0.001,0.015,0,0,0,261
0.036,-0.001,0.018,0,0,0,262
0.036,-0.001,0.021,0,0,0,263
0.036,-0.001,0.024,0,0,0,264
0.036,-0.001,0.027,0,0,0,265
0.036,-0.001,0.03,0,0,0,266
0.036,-0.001,0.033,0,0,0,267
0.036,-0.001,0.036,0,0,0,268
0.036,-0.001,0.039,0,0,0,269
0.036,-0.001,0.042,0,0,0,270
0.036,-0.001,0.045,0,0,0,271
0.036,-0.001,0.048,0,0,0,272
0.036,-0.001,0.051,0,0,0,273
0.036,-0.001,0.05399999,0,0,0,274
0.036,-0.001,0.05699999,0,0,0,275
0.036,-0.001,0.05999999,0,0,0,276
0.036,-0.001,0.06299999,0,0,0,277
0.036,-0.001,0.06599999,0,0,0,278
0.036,-0.001,0.06899999,0,0,0,279
0.036,-0.001,0.07199999,0,0,0,280
0.036,-0.001,0.07499999,0,0,0,281
0.036,-0.001,0.07799999,0,0,0,282
0.036,-0.001,0.08099999,0,0,0,283
0.036,-0.001,0.08399998,0,0,0,284
0.036,-0.001,0.08699998,0,0,0,285
0.036,-0.001,0.08999998,0,0,0,286
0.036,-0.001,0.09299998,0,0,0,287
0.036,-0.001,0.09599998,0,0,0,288
0.036,-0.001,0.09899998,0,0,0,289
0.036,-0.001,0.102,0,0,0,290
0.036,-0.001,0.105,0,0,0,291
0.036,-0.001,0.108,0,0,0,292
0.036,-0.001,0.111,0,0,0,293
0.036,-0.001,0.114,0,0,0,294
0.036,-0.001,0.117,0,0,0,295
0.036,-0.001,0.12,0,0,0,296
0.036,-0.001,0.123,0,0,0,297
0.036,-0.001,0.126,0,0,0,298
0.036,-0.001,0.129,0,0,0,299
0.036,-0.001,0.132,0,0,0,300
0.036,-0.001,0.135,0,0,0,301
0.036,-0.001,0.138,0,0,0,302
0.036,-0.001,0.141,0,0,0,303
0.036,-0.001,0.144,0,0,0,304
0.036,-0.001,0.147,0,0,0,305
0.036,-0.001,0.15,0,0,0,306
0.036,-0.001,0.153,0,0,0,307
0.036,-0.001,0.156,0,0,0,308
0.036,-0.001,0.159,0,0,0,309
0.036,-0.001,0.162,0,0,0,310
0.036,-0.001,0.1650001,0,0,0,311
0.036,-0.001,0.1680001,0,0,0,312
0.036,-0.001,0.1710001,0,0,0,313
0.036,-0.001,0.1740001,0,0,0,314
0.036,-0.001,0.1770001,0,0,0,315
0.036,-0.001,0.1800001,0,0,0,316
0.036,-0.001,0.1830001,0,0,0,317
0.036,-0.001,0.1860001,0,0,0,318
0.036,-0.001,0.1890001,0,0,0,319

